ticker,cik,metric,value,date,filed_date,form,fiscal_year,fiscal_period,frame
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,1015000000.0,2006-12-31,2010-02-09,10-K,2009,FY,CY2006Q4I
NOC,0001133421,OperatingIncomeLoss,2925000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,NetIncomeLoss,1790000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,EarningsPerShareBasic,5.24,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,EarningsPerShareDiluted,5.12,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,StockholdersEquity,17687000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007Q4I
NOC,0001133421,NetCashProvidedByUsedInOperatingActivities,2890000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,NetCashProvidedByUsedInInvestingActivities,-1430000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,NetCashProvidedByUsedInFinancingActivities,-1512000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,PaymentsToAcquirePropertyPlantAndEquipment,681000000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,WeightedAverageNumberOfSharesOutstandingBasic,341700000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,WeightedAverageNumberOfDilutedSharesOutstanding,354300000.0,2007-12-31,2010-02-09,10-K,2009,FY,CY2007
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,963000000.0,2007-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,OperatingIncomeLoss,806000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2
NOC,0001133421,NetIncomeLoss,495000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2
NOC,0001133421,EarningsPerShareBasic,1.46,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2
NOC,0001133421,EarningsPerShareDiluted,1.44,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,581000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2I
NOC,0001133421,StockholdersEquity,17863000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2I
NOC,0001133421,NetCashProvidedByUsedInOperatingActivities,801000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,
NOC,0001133421,NetCashProvidedByUsedInInvestingActivities,-132000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,
NOC,0001133421,NetCashProvidedByUsedInFinancingActivities,-1051000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,
NOC,0001133421,PaymentsToAcquirePropertyPlantAndEquipment,277000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,
NOC,0001133421,WeightedAverageNumberOfSharesOutstandingBasic,339000000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2
NOC,0001133421,WeightedAverageNumberOfDilutedSharesOutstanding,344100000.0,2008-06-30,2009-07-23,10-Q,2009,Q2,CY2008Q2
NOC,0001133421,OperatingIncomeLoss,771000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3
NOC,0001133421,NetIncomeLoss,512000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3
NOC,0001133421,EarningsPerShareBasic,1.53,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3
NOC,0001133421,EarningsPerShareDiluted,1.51,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,1016000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3I
NOC,0001133421,StockholdersEquity,17563000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3I
NOC,0001133421,NetCashProvidedByUsedInOperatingActivities,2174000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,
NOC,0001133421,NetCashProvidedByUsedInInvestingActivities,-299000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,
NOC,0001133421,NetCashProvidedByUsedInFinancingActivities,-1822000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,
NOC,0001133421,PaymentsToAcquirePropertyPlantAndEquipment,444000000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,
NOC,0001133421,WeightedAverageNumberOfSharesOutstandingBasic,334200000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3
NOC,0001133421,WeightedAverageNumberOfDilutedSharesOutstanding,340100000.0,2008-09-30,2009-10-21,10-Q,2009,Q3,CY2008Q3
NOC,0001133421,AssetsCurrent,8243000000.0,2008-12-31,2010-02-09,10-K,2009,FY,CY2008Q4I
NOC,0001133421,Liabilities,18277000000.0,2008-12-31,2010-02-09,10-K,2009,FY,CY2008Q4I
NOC,0001133421,LiabilitiesCurrent,7449000000.0,2008-12-31,2010-02-09,10-K,2009,FY,CY2008Q4I
NOC,0001133421,OperatingIncomeLoss,-263000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,NetIncomeLoss,-1262000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,EarningsPerShareBasic,-3.77,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,EarningsPerShareDiluted,-3.77,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,Assets,30197000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,StockholdersEquity,11920000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,NetCashProvidedByUsedInOperatingActivities,3211000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,NetCashProvidedByUsedInInvestingActivities,-626000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,NetCashProvidedByUsedInFinancingActivities,-2044000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,PaymentsToAcquirePropertyPlantAndEquipment,681000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,ResearchAndDevelopmentExpense,564000000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,WeightedAverageNumberOfSharesOutstandingBasic,334500000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,WeightedAverageNumberOfDilutedSharesOutstanding,334500000.0,2008-12-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,1504000000.0,2008-12-31,2012-02-08,10-K,2011,FY,CY2008Q4I
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,882000000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1I
NOC,0001133421,StockholdersEquity,12057000000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1I
NOC,0001133421,NetCashProvidedByUsedInOperatingActivities,-172000000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1
NOC,0001133421,NetCashProvidedByUsedInInvestingActivities,-176000000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1
NOC,0001133421,NetCashProvidedByUsedInFinancingActivities,-274000000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1
NOC,0001133421,PaymentsToAcquirePropertyPlantAndEquipment,162000000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1
NOC,0001133421,WeightedAverageNumberOfSharesOutstandingBasic,326900000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1
NOC,0001133421,WeightedAverageNumberOfDilutedSharesOutstanding,332100000.0,2009-03-31,2010-04-28,10-Q,2010,Q1,CY2009Q1
NOC,0001133421,OperatingIncomeLoss,619000000.0,2009-03-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,NetIncomeLoss,389000000.0,2009-03-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,EarningsPerShareBasic,1.19,2009-03-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,EarningsPerShareDiluted,1.17,2009-03-31,2011-02-09,10-K,2010,FY,
NOC,0001133421,Assets,30148000000.0,2009-06-30,2009-07-23,10-Q,2009,Q2,CY2009Q2I
NOC,0001133421,AssetsCurrent,7256000000.0,2009-06-30,2009-07-23,10-Q,2009,Q2,CY2009Q2I
NOC,0001133421,Liabilities,17959000000.0,2009-06-30,2009-07-23,10-Q,2009,Q2,CY2009Q2I
NOC,0001133421,LiabilitiesCurrent,7243000000.0,2009-06-30,2009-07-23,10-Q,2009,Q2,CY2009Q2I
NOC,0001133421,CashAndCashEquivalentsAtCarryingValue,1056000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,CY2009Q2I
NOC,0001133421,StockholdersEquity,12189000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,CY2009Q2I
NOC,0001133421,NetCashProvidedByUsedInOperatingActivities,658000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,
NOC,0001133421,NetCashProvidedByUsedInInvestingActivities,-362000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,
NOC,0001133421,NetCashProvidedByUsedInFinancingActivities,-744000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,
NOC,0001133421,PaymentsToAcquirePropertyPlantAndEquipment,297000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,
NOC,0001133421,WeightedAverageNumberOfSharesOutstandingBasic,322000000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,CY2009Q2
NOC,0001133421,WeightedAverageNumberOfDilutedSharesOutstanding,325800000.0,2009-06-30,2010-07-29,10-Q,2010,Q2,CY2009Q2
